2023-08-24 22:01:30,949 INFO    StreamThr :54494 [internal.py:wandb_internal():86] W&B internal server running at pid: 54494, started at: 2023-08-24 22:01:30.948542
2023-08-24 22:01:30,950 DEBUG   HandlerThread:54494 [handler.py:handle_request():144] handle_request: status
2023-08-24 22:01:30,953 INFO    WriterThread:54494 [datastore.py:open_for_write():85] open: /home/william/legged_gym/wandb/run-20230824_220130-3g9kgefx/run-3g9kgefx.wandb
2023-08-24 22:01:30,953 DEBUG   SenderThread:54494 [sender.py:send():379] send: header
2023-08-24 22:01:31,006 DEBUG   SenderThread:54494 [sender.py:send():379] send: run
2023-08-24 22:01:31,380 INFO    SenderThread:54494 [dir_watcher.py:__init__():211] watching files in: /home/william/legged_gym/wandb/run-20230824_220130-3g9kgefx/files
2023-08-24 22:01:31,380 INFO    SenderThread:54494 [sender.py:_start_run_threads():1121] run started: 3g9kgefx with start time 1692928890.948411
2023-08-24 22:01:31,382 DEBUG   SenderThread:54494 [sender.py:send_request():406] send_request: summary_record
2023-08-24 22:01:31,383 INFO    SenderThread:54494 [sender.py:_save_file():1375] saving file wandb-summary.json with policy end
2023-08-24 22:01:31,390 DEBUG   HandlerThread:54494 [handler.py:handle_request():144] handle_request: check_version
2023-08-24 22:01:31,390 DEBUG   SenderThread:54494 [sender.py:send_request():406] send_request: check_version
2023-08-24 22:01:31,503 DEBUG   HandlerThread:54494 [handler.py:handle_request():144] handle_request: run_start
2023-08-24 22:01:31,532 DEBUG   HandlerThread:54494 [system_info.py:__init__():31] System info init
2023-08-24 22:01:31,532 DEBUG   HandlerThread:54494 [system_info.py:__init__():46] System info init done
2023-08-24 22:01:31,532 INFO    HandlerThread:54494 [system_monitor.py:start():181] Starting system monitor
2023-08-24 22:01:31,532 INFO    SystemMonitor:54494 [system_monitor.py:_start():145] Starting system asset monitoring threads
2023-08-24 22:01:31,533 INFO    HandlerThread:54494 [system_monitor.py:probe():201] Collecting system info
2023-08-24 22:01:31,533 INFO    SystemMonitor:54494 [interfaces.py:start():190] Started cpu monitoring
2023-08-24 22:01:31,533 INFO    SystemMonitor:54494 [interfaces.py:start():190] Started disk monitoring
2023-08-24 22:01:31,533 INFO    SystemMonitor:54494 [interfaces.py:start():190] Started gpu monitoring
2023-08-24 22:01:31,534 INFO    SystemMonitor:54494 [interfaces.py:start():190] Started memory monitoring
2023-08-24 22:01:31,534 INFO    SystemMonitor:54494 [interfaces.py:start():190] Started network monitoring
2023-08-24 22:01:31,572 DEBUG   HandlerThread:54494 [system_info.py:probe():195] Probing system
2023-08-24 22:01:31,575 DEBUG   HandlerThread:54494 [system_info.py:_probe_git():180] Probing git
2023-08-24 22:01:31,581 DEBUG   HandlerThread:54494 [system_info.py:_probe_git():188] Probing git done
2023-08-24 22:01:31,581 DEBUG   HandlerThread:54494 [system_info.py:probe():240] Probing system done
2023-08-24 22:01:31,581 DEBUG   HandlerThread:54494 [system_monitor.py:probe():210] {'os': 'Linux-5.15.0-79-generic-x86_64-with-glibc2.29', 'python': '3.8.10', 'heartbeatAt': '2023-08-25T02:01:31.572971', 'startedAt': '2023-08-25T02:01:30.943298', 'docker': None, 'cuda': None, 'args': ('--task=wheely_flat', '--num_envs=4096', '--max_iterations=1000'), 'state': 'running', 'program': 'legged_gym/scripts/train.py', 'codePath': 'legged_gym/scripts/train.py', 'git': {'remote': 'https://github.com/leggedrobotics/legged_gym.git', 'commit': 'dd6a6892e54c4f111a203319c05da8dca9595ae1'}, 'email': None, 'root': '/home/william/legged_gym', 'host': 'william-desktop', 'username': 'william', 'executable': '/usr/bin/python3', 'cpu_count': 6, 'cpu_count_logical': 12, 'cpu_freq': {'current': 3826.857, 'min': 2200.0, 'max': 3700.0}, 'cpu_freq_per_core': [{'current': 3700.0, 'min': 2200.0, 'max': 3700.0}, {'current': 2200.0, 'min': 2200.0, 'max': 3700.0}, {'current': 2800.0, 'min': 2200.0, 'max': 3700.0}, {'current': 2200.0, 'min': 2200.0, 'max': 3700.0}, {'current': 3730.116, 'min': 2200.0, 'max': 3700.0}, {'current': 2200.0, 'min': 2200.0, 'max': 3700.0}, {'current': 2200.0, 'min': 2200.0, 'max': 3700.0}, {'current': 3700.0, 'min': 2200.0, 'max': 3700.0}, {'current': 3700.0, 'min': 2200.0, 'max': 3700.0}, {'current': 2200.0, 'min': 2200.0, 'max': 3700.0}, {'current': 2200.0, 'min': 2200.0, 'max': 3700.0}, {'current': 3700.0, 'min': 2200.0, 'max': 3700.0}], 'disk': {'total': 163.60723495483398, 'used': 26.915630340576172}, 'gpu': 'NVIDIA GeForce RTX 4060', 'gpu_count': 1, 'gpu_devices': [{'name': 'NVIDIA GeForce RTX 4060', 'memory_total': 8585740288}], 'memory': {'total': 15.535099029541016}}
2023-08-24 22:01:31,581 INFO    HandlerThread:54494 [system_monitor.py:probe():211] Finished collecting system info
2023-08-24 22:01:31,581 INFO    HandlerThread:54494 [system_monitor.py:probe():214] Publishing system info
2023-08-24 22:01:31,581 DEBUG   HandlerThread:54494 [system_info.py:_save_pip():51] Saving list of pip packages installed into the current environment
2023-08-24 22:01:31,582 DEBUG   HandlerThread:54494 [system_info.py:_save_pip():67] Saving pip packages done
2023-08-24 22:01:31,582 INFO    HandlerThread:54494 [system_monitor.py:probe():216] Finished publishing system info
2023-08-24 22:01:31,585 DEBUG   SenderThread:54494 [sender.py:send():379] send: files
2023-08-24 22:01:31,585 INFO    SenderThread:54494 [sender.py:_save_file():1375] saving file wandb-metadata.json with policy now
2023-08-24 22:01:31,590 DEBUG   HandlerThread:54494 [handler.py:handle_request():144] handle_request: stop_status
2023-08-24 22:01:31,590 DEBUG   SenderThread:54494 [sender.py:send_request():406] send_request: stop_status
2023-08-24 22:01:31,880 DEBUG   SenderThread:54494 [sender.py:send():379] send: telemetry
2023-08-24 22:01:31,881 DEBUG   SenderThread:54494 [sender.py:send():379] send: exit
2023-08-24 22:01:31,881 INFO    SenderThread:54494 [sender.py:send_exit():584] handling exit code: 1
2023-08-24 22:01:31,881 INFO    SenderThread:54494 [sender.py:send_exit():586] handling runtime: 0
2023-08-24 22:01:31,881 INFO    SenderThread:54494 [sender.py:_save_file():1375] saving file wandb-summary.json with policy end
2023-08-24 22:01:31,882 INFO    SenderThread:54494 [sender.py:send_exit():592] send defer
2023-08-24 22:01:31,882 DEBUG   HandlerThread:54494 [handler.py:handle_request():144] handle_request: defer
2023-08-24 22:01:31,882 INFO    HandlerThread:54494 [handler.py:handle_request_defer():170] handle defer: 0
2023-08-24 22:01:31,882 DEBUG   SenderThread:54494 [sender.py:send_request():406] send_request: defer
2023-08-24 22:01:31,882 INFO    SenderThread:54494 [sender.py:send_request_defer():608] handle sender defer: 0
2023-08-24 22:01:31,882 INFO    SenderThread:54494 [sender.py:transition_state():612] send defer: 1
2023-08-24 22:01:31,882 DEBUG   HandlerThread:54494 [handler.py:handle_request():144] handle_request: defer
2023-08-24 22:01:31,882 INFO    HandlerThread:54494 [handler.py:handle_request_defer():170] handle defer: 1
2023-08-24 22:01:31,883 DEBUG   SenderThread:54494 [sender.py:send_request():406] send_request: defer
2023-08-24 22:01:31,883 INFO    SenderThread:54494 [sender.py:send_request_defer():608] handle sender defer: 1
2023-08-24 22:01:31,883 INFO    SenderThread:54494 [sender.py:transition_state():612] send defer: 2
2023-08-24 22:01:31,883 DEBUG   HandlerThread:54494 [handler.py:handle_request():144] handle_request: defer
2023-08-24 22:01:31,883 INFO    HandlerThread:54494 [handler.py:handle_request_defer():170] handle defer: 2
2023-08-24 22:01:31,883 INFO    HandlerThread:54494 [system_monitor.py:finish():190] Stopping system monitor
2023-08-24 22:01:31,883 INFO    HandlerThread:54494 [interfaces.py:finish():202] Joined cpu monitor
2023-08-24 22:01:31,883 INFO    HandlerThread:54494 [interfaces.py:finish():202] Joined disk monitor
2023-08-24 22:01:31,884 DEBUG   SystemMonitor:54494 [system_monitor.py:_start():159] Starting system metrics aggregation loop
2023-08-24 22:01:31,884 DEBUG   SystemMonitor:54494 [system_monitor.py:_start():166] Finished system metrics aggregation loop
2023-08-24 22:01:31,884 DEBUG   SystemMonitor:54494 [system_monitor.py:_start():170] Publishing last batch of metrics
2023-08-24 22:01:31,913 INFO    HandlerThread:54494 [interfaces.py:finish():202] Joined gpu monitor
2023-08-24 22:01:31,914 INFO    HandlerThread:54494 [interfaces.py:finish():202] Joined memory monitor
2023-08-24 22:01:31,914 INFO    HandlerThread:54494 [interfaces.py:finish():202] Joined network monitor
2023-08-24 22:01:31,914 DEBUG   SenderThread:54494 [sender.py:send_request():406] send_request: defer
2023-08-24 22:01:31,914 INFO    SenderThread:54494 [sender.py:send_request_defer():608] handle sender defer: 2
2023-08-24 22:01:31,914 INFO    SenderThread:54494 [sender.py:transition_state():612] send defer: 3
2023-08-24 22:01:31,914 DEBUG   SenderThread:54494 [sender.py:send():379] send: stats
2023-08-24 22:01:31,914 DEBUG   HandlerThread:54494 [handler.py:handle_request():144] handle_request: defer
2023-08-24 22:01:31,914 INFO    HandlerThread:54494 [handler.py:handle_request_defer():170] handle defer: 3
2023-08-24 22:01:31,914 DEBUG   SenderThread:54494 [sender.py:send_request():406] send_request: defer
2023-08-24 22:01:31,914 INFO    SenderThread:54494 [sender.py:send_request_defer():608] handle sender defer: 3
2023-08-24 22:01:31,914 INFO    SenderThread:54494 [sender.py:transition_state():612] send defer: 4
2023-08-24 22:01:31,914 DEBUG   HandlerThread:54494 [handler.py:handle_request():144] handle_request: defer
2023-08-24 22:01:31,915 INFO    HandlerThread:54494 [handler.py:handle_request_defer():170] handle defer: 4
2023-08-24 22:01:31,915 DEBUG   SenderThread:54494 [sender.py:send_request():406] send_request: defer
2023-08-24 22:01:31,915 INFO    SenderThread:54494 [sender.py:send_request_defer():608] handle sender defer: 4
2023-08-24 22:01:31,915 INFO    SenderThread:54494 [sender.py:transition_state():612] send defer: 5
2023-08-24 22:01:31,915 DEBUG   HandlerThread:54494 [handler.py:handle_request():144] handle_request: defer
2023-08-24 22:01:31,915 INFO    HandlerThread:54494 [handler.py:handle_request_defer():170] handle defer: 5
2023-08-24 22:01:31,915 DEBUG   SenderThread:54494 [sender.py:send():379] send: summary
2023-08-24 22:01:31,915 INFO    SenderThread:54494 [sender.py:_save_file():1375] saving file wandb-summary.json with policy end
2023-08-24 22:01:31,915 DEBUG   SenderThread:54494 [sender.py:send_request():406] send_request: defer
2023-08-24 22:01:31,915 INFO    SenderThread:54494 [sender.py:send_request_defer():608] handle sender defer: 5
2023-08-24 22:01:31,915 INFO    SenderThread:54494 [sender.py:transition_state():612] send defer: 6
2023-08-24 22:01:31,915 DEBUG   HandlerThread:54494 [handler.py:handle_request():144] handle_request: defer
2023-08-24 22:01:31,915 INFO    HandlerThread:54494 [handler.py:handle_request_defer():170] handle defer: 6
2023-08-24 22:01:31,915 DEBUG   SenderThread:54494 [sender.py:send_request():406] send_request: defer
2023-08-24 22:01:31,915 INFO    SenderThread:54494 [sender.py:send_request_defer():608] handle sender defer: 6
2023-08-24 22:01:31,918 DEBUG   HandlerThread:54494 [handler.py:handle_request():144] handle_request: status_report
2023-08-24 22:01:31,968 INFO    wandb-upload_0:54494 [upload_job.py:push():131] Uploaded file /tmp/tmpyv2k_kkwwandb/cci2ilc4-wandb-metadata.json
2023-08-24 22:01:32,047 INFO    SenderThread:54494 [sender.py:transition_state():612] send defer: 7
2023-08-24 22:01:32,048 DEBUG   HandlerThread:54494 [handler.py:handle_request():144] handle_request: defer
2023-08-24 22:01:32,048 INFO    HandlerThread:54494 [handler.py:handle_request_defer():170] handle defer: 7
2023-08-24 22:01:32,048 DEBUG   SenderThread:54494 [sender.py:send_request():406] send_request: defer
2023-08-24 22:01:32,048 INFO    SenderThread:54494 [sender.py:send_request_defer():608] handle sender defer: 7
2023-08-24 22:01:32,381 INFO    Thread-12 :54494 [dir_watcher.py:_on_file_modified():288] file/dir modified: /home/william/legged_gym/wandb/run-20230824_220130-3g9kgefx/files/config.yaml
2023-08-24 22:01:32,386 INFO    Thread-12 :54494 [dir_watcher.py:_on_file_created():271] file/dir created: /home/william/legged_gym/wandb/run-20230824_220130-3g9kgefx/files/wandb-summary.json
2023-08-24 22:01:32,386 INFO    Thread-12 :54494 [dir_watcher.py:_on_file_created():271] file/dir created: /home/william/legged_gym/wandb/run-20230824_220130-3g9kgefx/files/requirements.txt
2023-08-24 22:01:32,386 INFO    Thread-12 :54494 [dir_watcher.py:_on_file_created():271] file/dir created: /home/william/legged_gym/wandb/run-20230824_220130-3g9kgefx/files/output.log
2023-08-24 22:01:32,386 INFO    Thread-12 :54494 [dir_watcher.py:_on_file_created():271] file/dir created: /home/william/legged_gym/wandb/run-20230824_220130-3g9kgefx/files/wandb-metadata.json
2023-08-24 22:01:32,604 DEBUG   HandlerThread:54494 [handler.py:handle_request():144] handle_request: poll_exit
2023-08-24 22:01:33,887 INFO    SenderThread:54494 [sender.py:transition_state():612] send defer: 8
2023-08-24 22:01:33,887 DEBUG   SenderThread:54494 [sender.py:send_request():406] send_request: poll_exit
2023-08-24 22:01:33,887 DEBUG   HandlerThread:54494 [handler.py:handle_request():144] handle_request: defer
2023-08-24 22:01:33,887 INFO    HandlerThread:54494 [handler.py:handle_request_defer():170] handle defer: 8
2023-08-24 22:01:33,887 DEBUG   SenderThread:54494 [sender.py:send_request():406] send_request: defer
2023-08-24 22:01:33,887 INFO    SenderThread:54494 [sender.py:send_request_defer():608] handle sender defer: 8
2023-08-24 22:01:33,887 INFO    SenderThread:54494 [job_builder.py:build():281] Attempting to build job artifact
2023-08-24 22:01:33,888 INFO    SenderThread:54494 [job_builder.py:_get_source_type():400] is repo sourced job
2023-08-24 22:01:33,889 INFO    SenderThread:54494 [job_builder.py:build():374] adding wandb-job metadata file
