"time, velocity, level"
141,0.09168117493391037,0
142,0.18301382660865784,0
143,0.35785597562789917,0
144,0.2613833546638489,0
145,0.3981320261955261,0
146,0.29488977789878845,0
147,0.31113767623901367,0
148,0.28264743089675903,0
149,0.30458977818489075,0
150,0.36813199520111084,0
151,0.32775190472602844,0
152,0.4395797550678253,0
153,0.5484582185745239,0
154,0.5078875422477722,0
155,0.5068616271018982,0
156,0.5820699334144592,0
157,0.7095196843147278,0
158,0.4074515104293823,0
159,0.17431387305259705,0
160,0.39484891295433044,0
161,0.5075644850730896,0
162,0.48268768191337585,0
163,0.6244258284568787,0
164,0.7777734398841858,0
165,0.7620905637741089,0
166,0.7449957728385925,0
167,0.5847001075744629,0
168,0.5816185474395752,0
169,0.5492544770240784,0
170,0.40014952421188354,0
171,0.157284215092659,0
172,0.1840810328722,0
173,0.30152565240859985,0
174,0.24557450413703918,0
175,0.14389726519584656,0
176,0.1849220246076584,0
177,0.25110483169555664,0
178,0.38654467463493347,0
179,0.3191355764865875,0
180,0.40114250779151917,0
181,0.18462613224983215,0
182,0.4143993556499481,0
183,0.48399215936660767,0
184,0.2564889192581177,0
185,0.1735435128211975,0
186,0.23761266469955444,0
187,0.31089821457862854,0
188,0.20994147658348083,0
189,0.3315032124519348,0
190,0.2137088030576706,0
191,0.49273619055747986,0
192,0.5837194323539734,0
193,0.6228513717651367,0
194,0.7723056077957153,0
195,0.4444925785064697,0
196,0.35520702600479126,0
197,0.3634047508239746,0
198,0.28508806228637695,0
199,0.25658148527145386,0
200,0.38548827171325684,0
201,0.22905389964580536,0
202,0.23458373546600342,0
203,0.25091028213500977,0
204,0.3212696313858032,0
205,0.3386417031288147,0
206,0.2721155285835266,0
207,0.3159201145172119,0
208,0.42636600136756897,0
209,0.4145415723323822,0
210,0.2321719229221344,0
211,0.33310842514038086,0
212,0.19636118412017822,0
213,0.20194165408611298,0
214,0.3105872869491577,0
215,0.3453880846500397,0
216,0.3533995449542999,0
217,0.44723331928253174,0
218,0.6647809147834778,0
219,0.614977240562439,0
220,0.6537485122680664,0
221,0.6153731942176819,0
222,0.5868149995803833,0
223,0.6269647479057312,0
224,0.5279459357261658,0
225,0.7424852848052979,0
226,0.9110695123672485,0
227,1.025531530380249,0
228,0.8929749131202698,0
229,1.0065948963165283,0
230,0.9021158814430237,0
231,0.8951553702354431,0
232,0.9636952877044678,0
233,0.6235681176185608,0
234,0.7447035312652588,0
235,0.5594974756240845,0
236,0.6677929162979126,0
237,0.3432197868824005,0
238,0.4468444287776947,0
239,0.30211925506591797,0
240,0.184585839509964,0
241,0.28329798579216003,0
242,0.12433241307735443,0
243,0.19711296260356903,0
244,0.0988868847489357,0
245,0.09165831655263901,0
246,0.0488552451133728,0
247,0.19138169288635254,0
248,0.4026530981063843,0
249,0.6623717546463013,0
250,0.597562313079834,0
251,0.7327407598495483,0
252,0.46517300605773926,0
253,0.5036617517471313,0
254,0.8081685900688171,0
255,0.8251805901527405,0
256,0.9298198223114014,0
257,0.7064142227172852,0
258,0.7218363285064697,0
259,0.5391676425933838,0
260,0.36576539278030396,0
261,0.374379962682724,0
262,0.32430723309516907,0
263,0.2549012303352356,0
264,0.35610976815223694,0
265,0.15367232263088226,0
266,0.14285193383693695,0
267,0.23093247413635254,0
268,0.34637901186943054,0
269,0.2458789348602295,0
270,0.41231250762939453,0
271,0.46130454540252686,0
272,0.5309167504310608,0
273,0.48545899987220764,0
274,0.39210984110832214,0
275,0.29101109504699707,0
276,0.41314026713371277,0
277,0.3310057520866394,0
278,0.2994454801082611,0
279,0.36213919520378113,0
280,0.255913108587265,0
281,0.12867647409439087,0
282,0.08175364136695862,0
283,0.11712012439966202,0
284,0.16499541699886322,0
285,0.1842944622039795,0
286,0.38713330030441284,0
287,0.4024786353111267,0
288,0.2939356565475464,0
289,0.15985871851444244,0
290,0.12829171121120453,0
291,0.060985054820775986,0
292,0.07884899526834488,0
293,0.1535618156194687,0
294,0.061753734946250916,0
295,0.13039974868297577,0
296,0.19549836218357086,0
297,0.2491496503353119,0
298,0.1501004844903946,0
299,0.10881852358579636,0
300,0.03295833617448807,0
301,0.12331246584653854,0
302,0.21552565693855286,0
303,0.447750985622406,0
304,0.4998488426208496,0
305,0.5276065468788147,0
306,0.3973643183708191,0
307,0.3021687865257263,0
308,0.6194565296173096,0
309,0.6090366840362549,0
310,0.5231372117996216,0
311,0.2800838053226471,0
312,0.43106353282928467,0
313,0.5251351594924927,0
314,0.5706614255905151,0
315,0.45730841159820557,0
316,0.1909160017967224,0
317,0.045454252511262894,0
318,0.11485551297664642,0
319,0.14706237614154816,0
320,0.21403585374355316,0
321,0.3098190426826477,0
322,0.3871861398220062,0
323,0.2997244596481323,0
324,0.36661478877067566,0
325,0.3221047520637512,0
326,0.1841462403535843,0
327,0.13351035118103027,0
328,0.21699948608875275,0
329,0.08714945614337921,0
330,0.21292006969451904,0
331,0.2181185781955719,0
332,0.20824486017227173,0
333,0.2497648447751999,0
334,0.22786203026771545,0
335,0.1770068109035492,0
336,0.24995875358581543,0
337,0.2392132729291916,0
338,0.20584137737751007,0
339,0.22604724764823914,0
340,0.27539676427841187,0
341,0.19160674512386322,0
342,0.05940494313836098,0
343,0.1159587949514389,0
344,0.125158429145813,0
345,0.2769244313240051,0
346,0.1073833480477333,0
347,0.27543890476226807,0
348,0.39608514308929443,0
349,0.26196232438087463,0
350,0.38614368438720703,0
351,0.3880026638507843,0
352,0.4786577522754669,0
353,0.5133345723152161,0
354,0.6307790875434875,0
355,0.43498045206069946,0
356,0.3973408639431,0
357,0.2365008145570755,0
358,0.2982478737831116,0
359,0.5027118921279907,0
360,0.48173046112060547,0
361,0.5728342533111572,0
362,0.6225293874740601,0
363,0.48094063997268677,0
364,0.4118359684944153,0
365,0.3650883138179779,0
366,0.3072829842567444,0
367,0.35469773411750793,0
368,0.531226396560669,0
369,0.7901381850242615,0
370,0.8059601783752441,0
371,0.8303495049476624,0
372,0.7532682418823242,0
373,0.6375357508659363,0
374,0.6525271534919739,0
375,0.5413476228713989,0
376,0.5888128876686096,0
377,0.6286389827728271,0
378,0.5733469724655151,0
379,0.588498055934906,0
380,0.3618139922618866,0
381,0.13305042684078217,0
382,0.03990461304783821,0
383,0.19673912227153778,0
384,0.331439733505249,0
385,0.6327611207962036,0
386,0.5257054567337036,0
387,0.5286697149276733,0
388,0.3920350670814514,0
389,0.4960973858833313,0
390,0.3246496915817261,0
391,0.32542482018470764,0
392,0.21594566106796265,0
393,0.3119491636753082,0
394,0.2846130132675171,0
395,0.18679291009902954,0
396,0.2562601864337921,0
397,0.3863869905471802,0
398,0.3467075228691101,0
399,0.28117960691452026,0
400,0.15954120457172394,0
401,0.18683111667633057,0
402,0.29047492146492004,0
403,0.27398553490638733,0
404,0.40386277437210083,0
405,0.5180088877677917,0
406,0.30396273732185364,0
407,0.46501415967941284,0
408,0.32109999656677246,0
409,0.3066790699958801,0
410,0.5111774206161499,0
411,0.2573710083961487,0
412,0.2873055636882782,0
413,0.2615414559841156,0
414,0.3557185232639313,0
415,0.5580728650093079,0
416,0.4336036145687103,0
417,0.40843769907951355,0
418,0.309104323387146,0
419,0.17776671051979065,0
420,0.19669385254383087,0
421,0.28905192017555237,0
422,0.15795010328292847,0
423,0.2744344174861908,0
424,0.11976030468940735,0
425,0.09820874035358429,0
426,0.11998584866523743,0
427,0.27040937542915344,0
428,0.2666197717189789,0
429,0.41115039587020874,0
430,0.34146302938461304,0
431,0.35141006112098694,0
432,0.4565708041191101,0
433,0.09435226023197174,0
434,0.2884761393070221,0
435,0.6186932921409607,0
436,0.8618412017822266,0
437,0.8577892780303955,0
438,0.6781452894210815,0
439,0.6928492188453674,0
440,0.6610457897186279,0
441,0.5927276611328125,0
442,0.739769697189331,0
443,0.30538466572761536,0
444,0.20756912231445312,0
445,0.0498170480132103,0
446,0.18640442192554474,0
447,0.10111958533525467,0
448,0.09910005331039429,0
449,0.07215417921543121,0
450,0.11883336305618286,0
451,0.1470569670200348,0
452,0.12126867473125458,0
453,0.07497922331094742,0
454,0.25556331872940063,0
455,0.284084290266037,0
456,0.4569483995437622,0
457,0.5281588435173035,0
458,0.5150954127311707,0
459,0.7543230056762695,0
460,0.7032486200332642,0
461,0.4062640368938446,0
462,0.3253595530986786,0
463,0.23358474671840668,0
464,0.2263754904270172,0
465,0.4089002311229706,0
466,0.4080396890640259,0
467,0.4602937698364258,0
468,0.3619786500930786,0
469,0.26193001866340637,0
470,0.1121954545378685,0
471,0.1945081353187561,0
472,0.034556373953819275,0
473,0.1166747510433197,0
474,0.08884096890687943,0
475,0.25752905011177063,0
476,0.24796465039253235,0
477,0.2692895233631134,0
478,0.41876423358917236,0
479,0.4838046431541443,0
480,0.3362213671207428,0
481,0.5073257088661194,0
482,0.41363897919654846,0
483,0.4186687469482422,0
484,0.4148685038089752,0
485,0.35905465483665466,0
486,0.43171247839927673,0
487,0.5095188021659851,0
488,0.432488352060318,0
489,0.4694351851940155,0
490,0.30119040608406067,0
491,0.2286643534898758,0
492,0.14587807655334473,0
493,0.29952993988990784,0
494,0.23798152804374695,0
495,0.22875133156776428,0
496,0.31287530064582825,0
497,0.4730766713619232,0
498,0.42511019110679626,0
499,0.31489866971969604,0
500,0.37335553765296936,0
501,0.3449500799179077,0
502,0.39364027976989746,0
503,0.3712720274925232,0
504,0.4073789715766907,0
505,0.34138163924217224,0
506,0.2899172902107239,0
507,0.1289660483598709,0
508,0.11585812270641327,0
509,0.2673470377922058,0
510,0.1275617927312851,0
511,0.3674240708351135,0
512,0.2717270255088806,0
513,0.3604378402233124,0
514,0.14087815582752228,0
515,0.09962499141693115,0
516,0.1551366001367569,0
517,0.18628597259521484,0
518,0.16735516488552094,0
519,0.1118655726313591,0
520,0.2191997468471527,0
521,0.1544741839170456,0
522,0.17399966716766357,0
523,0.2080298811197281,0
524,0.22666923701763153,0
525,0.11744625121355057,0
526,0.02092965692281723,0
527,0.06365972012281418,0
528,0.15482349693775177,0
529,0.2585913836956024,0
530,0.3811977803707123,0
531,0.1601938158273697,0
532,0.07355106621980667,0
533,0.23645079135894775,0
534,0.20090819895267487,0
535,0.26799842715263367,0
536,0.3410705029964447,0
537,0.4100266993045807,0
538,0.38763856887817383,0
539,0.3970634341239929,0
540,0.43992966413497925,0
541,0.58428955078125,0
542,0.49829137325286865,0
543,0.5270638465881348,0
544,0.5553434491157532,0
545,0.5222840309143066,0
546,0.37134069204330444,0
547,0.3258964419364929,0
548,0.2715889513492584,0
549,0.14911016821861267,0
550,0.17935851216316223,0
551,0.2109556794166565,0
552,0.24454280734062195,0
553,0.3672719895839691,0
554,0.41913196444511414,0
555,0.3167281746864319,0
556,0.29533398151397705,0
557,0.3241708278656006,0
558,0.31646060943603516,0
559,0.23462830483913422,0
560,0.15581437945365906,0
561,0.20471711456775665,0
562,0.18585316836833954,0
563,0.2479577213525772,0
564,0.05180702358484268,0
565,0.2074701339006424,0
566,0.15061575174331665,0
567,0.16906560957431793,0
568,0.13143503665924072,0
569,0.060873355716466904,0
570,0.1537826806306839,0
571,0.1646016538143158,0
572,0.09006280452013016,0
573,0.05146590620279312,0
574,0.14967858791351318,0
575,0.36075159907341003,0
576,0.2291133850812912,0
577,0.22719664871692657,0
578,0.13791008293628693,0
579,0.25990283489227295,0
580,0.194828599691391,0
581,0.04536368325352669,0
582,0.11000920087099075,0
583,0.08830533921718597,0
584,0.04247954487800598,0
585,0.2635783553123474,0
586,0.22720947861671448,0
587,0.169633686542511,0
588,0.19281649589538574,0
589,0.13629040122032166,0
590,0.2099762260913849,0
591,0.2895629107952118,0
592,0.38232094049453735,0
593,0.4140242040157318,0
594,0.46511268615722656,0
595,0.687313973903656,0
596,0.650058388710022,0
597,0.5395134687423706,0
598,0.6014070510864258,0
599,0.5281081795692444,0
600,0.5665819644927979,0
601,0.5016012191772461,0
602,0.3221050202846527,0
603,0.4406934380531311,0
604,0.4838193953037262,0
605,0.4229336678981781,0
606,0.45320767164230347,0
607,0.5211368799209595,0
608,0.5085321068763733,0
609,0.3939749300479889,0
610,0.39273133873939514,0
611,0.5182831883430481,0
612,0.5590798258781433,0
613,0.5055838823318481,0
614,0.3231409192085266,0
615,0.1877705305814743,0
616,0.20089447498321533,0
617,0.2460547685623169,0
618,0.2366921752691269,0
619,0.36444008350372314,0
620,0.24892206490039825,0
621,0.41983097791671753,0
622,0.32402363419532776,0
623,0.267559289932251,0
624,0.5072560906410217,0
625,0.6194317936897278,0
626,0.47967079281806946,0
627,0.4604717791080475,0
628,0.38695278763771057,0
629,0.31652161478996277,0
630,0.3917911648750305,0
631,0.4347541034221649,0
632,0.25504809617996216,0
633,0.3283234238624573,0
634,0.2738456726074219,0
635,0.2481609731912613,0
636,0.2776753008365631,0
637,0.21086955070495605,0
638,0.25690165162086487,0
639,0.16801361739635468,0
640,0.09983526915311813,0
641,0.025231800973415375,0
642,0.2430652379989624,0
643,0.2847159802913666,0
644,0.47663265466690063,0
645,0.48793163895606995,0
646,0.31652694940567017,0
647,0.2691571116447449,0
648,0.245497927069664,0
649,0.3608916699886322,0
650,0.3297244906425476,0
651,0.37693917751312256,0
652,0.3593403398990631,0
653,0.3549693524837494,0
654,0.5074816346168518,0
655,0.4275086522102356,0
656,0.5912705063819885,0
657,0.43278810381889343,0
658,0.07079250365495682,0
659,0.12502479553222656,0
660,0.1259137988090515,0
661,0.19739805161952972,0
662,0.2533511519432068,0
663,0.26662901043891907,0
664,0.29070061445236206,0
665,0.299323707818985,0
666,0.48110300302505493,0
667,0.44917184114456177,0
668,0.32789677381515503,0
669,0.5384255051612854,0
670,0.36829283833503723,0
671,0.42065516114234924,0
672,0.6073782444000244,0
673,0.5836973190307617,0
674,0.39291152358055115,0
675,0.256622850894928,0
676,0.38413935899734497,0
677,0.39079925417900085,0
678,0.18648849427700043,0
679,0.14836402237415314,0
680,0.26639506220817566,0
681,0.22530928254127502,0
682,0.13166220486164093,0
683,0.21093595027923584,0
684,0.2777681350708008,0
685,0.21642149984836578,0
686,0.24084188044071198,0
687,0.42966464161872864,0
688,0.4528025686740875,0
689,0.4416735768318176,0
690,0.2719880938529968,0
691,0.2464933544397354,0
692,0.42196303606033325,0
693,0.4142872095108032,0
694,0.2920299768447876,0
695,0.2206919640302658,0
696,0.1832055151462555,0
697,0.2681351602077484,0
698,0.31634941697120667,0
699,0.33175384998321533,0
700,0.23610875010490417,0
701,0.08747881650924683,0
702,0.12190095335245132,0
703,0.08915579319000244,0
704,0.29820218682289124,0
705,0.49579501152038574,0
706,0.3407990634441376,0
707,0.3144006133079529,0
708,0.32534605264663696,0
709,0.5160240530967712,0
710,0.4470551908016205,0
711,0.33138445019721985,0
712,0.36043986678123474,0
713,0.28404343128204346,0
714,0.14353600144386292,0
715,0.24821923673152924,0
716,0.2180754691362381,0
717,0.25722774863243103,0
718,0.3809354901313782,0
719,0.33510151505470276,0
720,0.30301520228385925,0
721,0.4281226694583893,0
722,0.41218218207359314,0
723,0.4170791506767273,0
724,0.3530207574367523,0
725,0.522057294845581,0
726,0.6683852672576904,0
727,0.6707687377929688,0
728,0.5194619297981262,0
729,0.4919491410255432,0
730,0.3884838819503784,0
731,0.40787455439567566,0
732,0.14126093685626984,0
733,0.15412835776805878,0
734,0.30228978395462036,0
735,0.3001086413860321,0
736,0.01440093107521534,0
737,0.05243128538131714,0
738,0.3993271291255951,0
739,0.5692620277404785,0
740,0.47377219796180725,0
741,0.43023136258125305,0
742,0.4281752109527588,0
743,0.3604496121406555,0
744,0.2804878056049347,0
745,0.1950698047876358,0
746,0.19963110983371735,0
747,0.32311713695526123,0
748,0.3733014464378357,0
749,0.3873016834259033,0
750,0.4658527076244354,0
751,0.3145033121109009,0
752,0.28108155727386475,0
753,0.33254459500312805,0
754,0.19859907031059265,0
755,0.23489293456077576,0
756,0.06704157590866089,0
757,0.1719239205121994,0
758,0.01666722260415554,0
759,0.13594911992549896,0
760,0.21451309323310852,0
761,0.3485127091407776,0
762,0.2966887652873993,0
763,0.2925184667110443,0
764,0.2860880196094513,0
765,0.11110503226518631,0
766,0.14281024038791656,0
767,0.08920618891716003,0
768,0.0687389001250267,0
769,0.27895355224609375,0
770,0.24516621232032776,0
771,0.2824070453643799,0
772,0.1673833280801773,0
773,0.35919156670570374,0
774,0.38862934708595276,0
775,0.2702835500240326,0
776,0.3636620342731476,0
777,0.4473933279514313,0
778,0.536188006401062,0
779,0.6967936754226685,0
780,0.61482834815979,0
781,0.3302088677883148,0
782,0.20803406834602356,0
783,0.29696470499038696,0
784,0.3441317081451416,0
785,0.32905113697052,0
786,0.39325523376464844,0
787,0.3674233853816986,0
788,0.3440551459789276,0
789,0.3448793590068817,0
790,0.3368817865848541,0
791,0.3519802689552307,0
792,0.4215518534183502,0
793,0.46915143728256226,0
794,0.3978678286075592,0
795,0.39283671975135803,0
796,0.32486850023269653,0
797,0.0966210588812828,0
798,0.2470078021287918,0
799,0.5376237034797668,0
800,0.5992081761360168,0
801,0.6306442022323608,0
802,0.6496577858924866,0
803,0.5442855954170227,0
804,0.5102903246879578,0
805,0.2832072079181671,0
806,0.20972684025764465,0
807,0.2977088689804077,0
808,0.4280448853969574,0
809,0.42309877276420593,0
810,0.4537517726421356,0
811,0.6496533751487732,0
812,0.7855508923530579,0
813,0.7762118577957153,0
814,0.6643439531326294,0
815,0.6199488043785095,0
816,0.758444607257843,0
817,0.6474094986915588,0
818,0.5680428147315979,0
819,0.573007345199585,0
820,0.6138778924942017,0
821,0.6888996362686157,0
822,0.7264248132705688,0
823,0.5824857950210571,0
824,0.3845731317996979,0
825,0.4358774721622467,0
826,0.13473625481128693,0
827,0.09654974192380905,0
828,0.1002596840262413,0
829,0.25196635723114014,0
830,0.3000863194465637,0
831,0.3713643550872803,0
832,0.5269643068313599,0
833,0.5664849877357483,0
834,0.6175985932350159,0
835,0.8415018916130066,0
836,0.959818422794342,0
837,1.2081469297409058,0
838,0.9082096219062805,0
839,0.8848459124565125,0
840,0.7514650225639343,0
841,0.6733118891716003,0
842,0.4921359419822693,0
843,0.4457482099533081,0
844,0.538475751876831,0
845,0.6761468052864075,0
846,0.6544853448867798,0
847,0.5112631320953369,0
848,0.30469855666160583,0
849,0.2190222293138504,0
850,0.07854413241147995,0
851,0.09226834028959274,0
852,0.15331579744815826,0
853,0.3360156714916229,0
854,0.12764599919319153,0
855,0.1787964552640915,0
856,0.0975431501865387,0
857,0.169677734375,0
858,0.14160622656345367,0
859,0.24339599907398224,0
860,0.34246641397476196,0
861,0.35806727409362793,0
862,0.40947631001472473,0
863,0.40887343883514404,0
864,0.3413673937320709,0
865,0.46607768535614014,0
866,0.4005325436592102,0
867,0.3293320834636688,0
868,0.42839160561561584,0
869,0.34364768862724304,0
870,0.5374681353569031,0
871,0.5527599453926086,0
872,0.5786339640617371,0
873,0.5421172976493835,0
874,0.2799839973449707,0
875,0.34901583194732666,0
876,0.2240457385778427,0
877,0.3735206425189972,0
878,0.4777287542819977,0
879,0.48789146542549133,0
880,0.4937041699886322,0
881,0.4672996699810028,0
882,0.3862706422805786,0
883,0.3698980510234833,0
884,0.14780153334140778,0
885,0.04721786826848984,0
886,0.10886945575475693,0
887,0.153238907456398,0
888,0.22543452680110931,0
889,0.19117096066474915,0
890,0.14519912004470825,0
891,0.3018130362033844,0
892,0.18579572439193726,0
893,0.4421389102935791,0
894,0.4054950475692749,0
895,0.439818799495697,0
896,0.466063916683197,0
897,0.5953437685966492,0
898,0.4727579653263092,0
899,0.460672527551651,0
900,0.4474165141582489,0
901,0.4768505096435547,0
902,0.41986557841300964,0
903,0.3821812868118286,0
904,0.4999748766422272,0
905,0.4267909526824951,0
906,0.40334224700927734,0
907,0.4268609583377838,0
908,0.18554621934890747,0
909,0.18407393991947174,0
910,0.25197964906692505,0
911,0.16094259917736053,0
912,0.16164140403270721,0
913,0.21133577823638916,0
914,0.2249494194984436,0
915,0.30169960856437683,0
916,0.4450516104698181,0
917,0.4701957106590271,0
918,0.4002700746059418,0
919,0.5384637117385864,0
920,0.4159795939922333,0
921,0.2693333327770233,0
922,0.23548035323619843,0
923,0.48685726523399353,0
924,0.5147843956947327,0
925,0.4615209102630615,0
926,0.4923749268054962,0
927,0.5947436690330505,0
928,0.5047603845596313,0
929,0.5478277802467346,0
930,0.2797854244709015,0
931,0.2060908079147339,0
932,0.13295041024684906,0
933,0.1595664918422699,0
934,0.20261609554290771,0
935,0.09509710222482681,0
936,0.23589368164539337,0
937,0.4079301059246063,0
938,0.39020371437072754,0
939,0.40348905324935913,0
940,0.4379343092441559,0
941,0.3771671652793884,0
942,0.38692519068717957,0
943,0.33816832304000854,0
944,0.14765684306621552,0
945,0.11948429048061371,0
946,0.1543610692024231,0
947,0.10559350997209549,0
948,0.14646925032138824,0
949,0.17291158437728882,0
950,0.19410698115825653,0
951,0.39575913548469543,0
952,0.22658072412014008,0
953,0.02094033919274807,0
954,0.1540440171957016,0
955,0.19616657495498657,0
956,0.2630683481693268,0
957,0.4242832362651825,0
958,0.392082542181015,0
959,0.3519195020198822,0
960,0.3212221562862396,0
961,0.272848904132843,0
962,0.1980823129415512,0
963,0.3019713759422302,0
964,0.3504960536956787,0
965,0.3808742165565491,0
966,0.3655956983566284,0
967,0.22650150954723358,0
968,0.13264256715774536,0
969,0.21412330865859985,0
970,0.2164670079946518,0
971,0.19168029725551605,0
972,0.18396691977977753,0
973,0.18250468373298645,0
974,0.22059941291809082,0
975,0.35111308097839355,0
976,0.40879008173942566,0
977,0.3958320617675781,0
978,0.29233720898628235,0
979,0.23142516613006592,0
980,0.3247795104980469,0
981,0.1300981640815735,0
982,0.29876622557640076,0
983,0.1859656721353531,0
984,0.21806439757347107,0
985,0.21982353925704956,0
986,0.353109747171402,0
987,0.2893570065498352,0
988,0.37446507811546326,0
989,0.22886954247951508,0
990,0.14335045218467712,0
991,0.17721761763095856,0
992,0.17312069237232208,0
993,0.1687486320734024,0
994,0.2907489240169525,0
995,0.2819976508617401,0
996,0.2521114945411682,0
997,0.2737778127193451,0
998,0.3042258322238922,0
999,0.3902941346168518,0
1000,0.3662498891353607,0
1001,0.41327401995658875,0
1002,0.321380078792572,0
1003,0.5347445607185364,0
1004,0.6508585810661316,0
1005,0.6083067059516907,0
1006,0.40455636382102966,0
1007,0.38779470324516296,0
1008,0.12437485158443451,0
1009,0.2752031087875366,0
1010,0.5177170634269714,0
1011,0.3558858633041382,0
1012,0.18210770189762115,0
1013,0.22589650750160217,0
1014,0.3032645285129547,0
1015,0.3085227608680725,0
1016,0.37536677718162537,0
1017,0.36038947105407715,0
1018,0.3454326093196869,0
1019,0.29247650504112244,0
1020,0.5047643184661865,0
1021,0.43603742122650146,0
1022,0.5685458183288574,0
1023,0.5487310886383057,0
1024,0.43883630633354187,0
1025,0.3945992588996887,0
1026,0.2691974341869354,0
1027,0.31315913796424866,0
1028,0.26283419132232666,0
1029,0.029325813055038452,0
1030,0.09218399226665497,0
1031,0.14483825862407684,0
1032,0.30548951029777527,0
1033,0.4280702471733093,0
1034,0.49865421652793884,0
1035,0.40591344237327576,0
1036,0.5906220078468323,0
1037,0.6331351399421692,0
1038,0.5692017674446106,0
1039,0.3923570513725281,0
1040,0.2503349483013153,0
1041,0.26402831077575684,0
1042,0.2403733730316162,0
1043,0.08599488437175751,0
1044,0.0836942046880722,0
1045,0.31481215357780457,0
1046,0.2221793234348297,0
1047,0.20358653366565704,0
1048,0.09836719185113907,0
1049,0.0859529972076416,0
1050,0.2932831645011902,0
1051,0.3533119261264801,0
1052,0.3001081049442291,0
1053,0.3319365382194519,0
1054,0.31671980023384094,0
1055,0.3910650908946991,0
1056,0.38166704773902893,0
1057,0.39191383123397827,0
1058,0.4727722704410553,0
1059,0.4849590063095093,0
1060,0.4677208960056305,0
1061,0.44486305117607117,0
1062,0.3949525058269501,0
1063,0.4642206132411957,0
1064,0.5101423263549805,0
1065,0.4861442744731903,0
1066,0.5363068580627441,0
1067,0.4808214008808136,0
1068,0.5067721009254456,0
1069,0.6341938972473145,0
1070,0.6876184344291687,0
1071,0.5231203436851501,0
1072,0.4520723223686218,0
