reward
"{'rew_action_rate': tensor(-0.0013, device='cuda:0'), 'rew_action_rate_derivative': tensor(-0.0277, device='cuda:0'), 'rew_base_collision': tensor(-0.1833, device='cuda:0'), 'rew_collision': tensor(-0.0125, device='cuda:0'), 'rew_dof_acc': tensor(-0.0216, device='cuda:0'), 'rew_dof_pos_limits': tensor(-0.0099, device='cuda:0'), 'rew_heading': tensor(-0.0542, device='cuda:0'), 'rew_position': tensor(0., device='cuda:0'), 'rew_proximity': tensor(-0.0503, device='cuda:0'), 'rew_termination': tensor(-0.0667, device='cuda:0'), 'rew_torques': tensor(-7.4470e-06, device='cuda:0'), 'terrain_level': tensor(2.7656, device='cuda:0')}"
