"time, total energy, level"
0,2.0785250663757324,1
1,0.42176952958106995,0
2,130.90286254882812,0
3,139.89137268066406,0
4,218.97825622558594,0
5,219.59555053710938,0
6,265.4156494140625,0
7,159.11026000976562,0
8,155.2681121826172,0
9,184.73092651367188,0
10,128.5967559814453,0
11,95.4519271850586,0
12,98.93270874023438,0
13,117.85983276367188,0
14,123.95018768310547,0
15,107.92213439941406,0
16,64.15084838867188,0
17,69.59496307373047,0
18,122.6525650024414,0
19,59.047874450683594,0
20,172.68458557128906,0
21,311.9331970214844,0
22,294.1239013671875,0
23,210.7698516845703,0
24,498.44146728515625,0
25,121.52862548828125,0
26,252.9175262451172,0
27,350.96783447265625,0
28,312.7211608886719,0
29,247.0286102294922,0
30,310.20416259765625,0
31,220.0225372314453,0
32,76.5440444946289,0
33,95.64617156982422,0
34,165.32334899902344,0
35,129.9510498046875,0
36,127.63212585449219,0
37,104.9013671875,0
38,156.44842529296875,0
39,109.39875793457031,0
40,181.95407104492188,0
41,78.8709716796875,0
42,88.71341705322266,0
43,57.759864807128906,0
44,75.96510314941406,0
45,72.57571411132812,0
46,93.02629089355469,0
47,0.0,0
48,148.46176147460938,0
49,170.53915405273438,0
50,246.45916748046875,0
51,55.337608337402344,0
52,134.67105102539062,0
53,166.9801483154297,0
54,218.76431274414062,0
55,357.4393310546875,0
56,224.93170166015625,0
57,161.05218505859375,0
58,177.51504516601562,0
59,167.54685974121094,0
60,157.24359130859375,0
61,251.68728637695312,0
62,102.26774597167969,0
63,117.01144409179688,0
64,159.85769653320312,0
65,90.59040832519531,0
66,106.8368911743164,0
67,155.44273376464844,0
68,134.56900024414062,0
69,157.1653594970703,0
70,103.9671630859375,0
71,130.43814086914062,0
72,275.6285400390625,0
73,284.969482421875,0
74,214.0626983642578,0
75,375.4720458984375,0
76,158.82333374023438,0
77,178.5955810546875,0
78,133.4635467529297,0
79,56.54270935058594,0
80,155.80282592773438,0
81,130.3541717529297,0
82,160.24404907226562,0
83,98.24793243408203,0
84,113.99501037597656,0
85,122.17738342285156,0
86,176.13565063476562,0
87,183.25448608398438,0
88,131.76670837402344,0
89,343.9901428222656,0
90,194.8323211669922,0
91,243.3987274169922,0
92,208.34222412109375,0
93,290.7014465332031,0
94,69.46622467041016,0
95,157.6676025390625,0
96,170.07180786132812,0
97,163.0283203125,0
98,200.62208557128906,0
99,202.3350830078125,0
100,294.90386962890625,0
101,66.23716735839844,0
102,75.86344146728516,0
103,86.90223693847656,0
104,70.6457290649414,0
105,100.22443389892578,0
106,128.4897003173828,0
107,143.47764587402344,0
108,259.3738708496094,0
109,189.99119567871094,0
110,208.97457885742188,0
111,136.0672607421875,0
112,248.4087371826172,0
113,147.63934326171875,0
114,201.32591247558594,0
115,127.03945922851562,0
116,138.21754455566406,0
117,209.29910278320312,0
118,215.6222686767578,0
119,147.03855895996094,0
120,187.62405395507812,0
121,147.36424255371094,0
122,122.7423095703125,0
123,177.31362915039062,0
124,233.11746215820312,0
125,307.6165771484375,0
126,243.50344848632812,0
127,204.85751342773438,0
128,237.85752868652344,0
129,229.82882690429688,0
130,168.9918212890625,0
131,218.6256103515625,0
132,283.3162841796875,0
133,92.4660415649414,0
134,256.7555847167969,0
135,146.27001953125,0
136,179.17437744140625,0
137,130.28591918945312,0
138,83.63087463378906,0
139,198.97015380859375,0
140,436.88360595703125,0
141,310.1922302246094,0
142,169.39630126953125,0
143,116.13975524902344,0
144,176.7758026123047,0
145,139.08145141601562,0
146,108.93312072753906,0
147,200.43405151367188,0
148,174.91146850585938,0
149,79.86833190917969,0
150,67.33834075927734,0
151,209.82656860351562,0
152,223.3564453125,0
153,560.3306884765625,0
154,157.38351440429688,0
155,159.6276092529297,0
156,153.09194946289062,0
157,223.4954833984375,0
158,106.73175048828125,0
159,187.60940551757812,0
160,187.88279724121094,0
161,139.4228515625,0
162,101.15851593017578,0
163,105.07281494140625,0
164,208.7801513671875,0
165,122.93563842773438,0
166,145.56051635742188,0
167,248.86106872558594,0
168,253.81735229492188,0
169,193.66555786132812,0
170,227.4405975341797,0
171,137.23773193359375,0
172,237.18026733398438,0
173,160.08282470703125,0
174,132.39846801757812,0
175,99.85303497314453,0
176,182.38067626953125,0
177,166.86294555664062,0
178,180.54080200195312,0
179,62.67063903808594,0
180,269.6358642578125,0
181,236.77517700195312,0
182,93.45521545410156,0
183,564.5247192382812,0
184,546.7694091796875,0
185,252.18934631347656,0
186,214.7373809814453,0
187,241.00405883789062,0
188,213.05831909179688,0
189,191.72177124023438,0
190,232.677001953125,0
191,249.97193908691406,0
192,223.79615783691406,0
193,222.3387451171875,0
194,146.23641967773438,0
195,142.48336791992188,0
196,132.0098114013672,0
197,173.82479858398438,0
198,140.9599151611328,0
199,327.98980712890625,0
200,136.62994384765625,0
201,140.03359985351562,0
202,90.14265441894531,0
203,94.87883758544922,0
204,246.5822296142578,0
205,152.07965087890625,0
206,167.05612182617188,0
207,76.3236083984375,0
208,107.00385284423828,0
209,125.63014221191406,0
210,137.79832458496094,0
211,198.7496337890625,0
212,99.21937561035156,0
213,132.19166564941406,0
214,216.6268768310547,0
215,133.49972534179688,0
216,204.1981658935547,0
217,126.51548767089844,0
218,252.43214416503906,0
219,169.88768005371094,0
220,218.5888671875,0
221,221.12710571289062,0
222,196.92112731933594,0
223,160.01412963867188,0
224,101.458251953125,0
225,117.36723327636719,0
226,239.40792846679688,0
227,213.20074462890625,0
228,148.21853637695312,0
229,102.87532806396484,0
230,175.20819091796875,0
231,164.53155517578125,0
232,225.11505126953125,0
233,105.30352020263672,0
234,156.5934295654297,0
235,338.0111083984375,0
236,158.62353515625,0
237,159.78335571289062,0
238,185.03811645507812,0
239,185.7517547607422,0
240,198.12698364257812,0
241,151.3130645751953,0
242,117.96292114257812,0
243,163.20919799804688,0
244,108.10629272460938,0
245,92.93388366699219,0
246,118.70341491699219,0
247,193.93032836914062,0
248,168.1015625,0
249,313.4674377441406,0
250,243.93545532226562,0
251,365.5626220703125,0
252,194.59288024902344,0
253,178.98614501953125,0
254,165.91375732421875,0
255,109.41616821289062,0
256,110.75875854492188,0
257,103.61479187011719,0
258,142.32681274414062,0
259,115.40791320800781,0
260,192.54421997070312,0
261,110.71281433105469,0
262,174.87368774414062,0
263,106.48777770996094,0
264,214.23529052734375,0
265,84.87664794921875,0
266,128.32931518554688,0
267,179.12442016601562,0
268,134.97549438476562,0
269,141.0705108642578,0
270,125.84945678710938,0
271,208.51138305664062,0
272,205.17221069335938,0
273,259.3447570800781,0
274,214.98947143554688,0
275,137.76699829101562,0
276,539.5020751953125,0
277,275.59600830078125,0
278,169.49432373046875,0
279,581.5933227539062,0
280,237.18356323242188,0
281,198.826416015625,0
282,237.58953857421875,0
283,159.55191040039062,0
284,344.1066589355469,0
285,136.986572265625,0
286,176.18841552734375,0
287,92.01036071777344,0
288,291.8000183105469,0
289,154.80947875976562,0
290,116.85726165771484,0
291,241.37384033203125,0
292,105.5971450805664,0
293,161.6386260986328,0
294,224.40625,0
295,189.26715087890625,0
296,119.05195617675781,0
297,113.90875244140625,0
298,191.49899291992188,0
299,317.2012939453125,0
300,169.51229858398438,0
301,122.94456481933594,0
302,149.51705932617188,0
303,172.30885314941406,0
304,186.4244842529297,0
305,100.21986389160156,0
306,90.89743041992188,0
307,178.49969482421875,0
308,195.9445037841797,0
309,171.6542510986328,0
310,165.0220947265625,0
311,225.23880004882812,0
312,155.77230834960938,0
313,211.20166015625,0
314,246.8114776611328,0
315,240.7764892578125,0
316,156.51736450195312,0
317,97.33479309082031,0
318,88.15072631835938,0
319,139.8768310546875,0
320,144.69459533691406,0
321,170.7158203125,0
322,117.22818756103516,0
323,106.1219482421875,0
324,144.3411102294922,0
325,135.29937744140625,0
326,110.47669982910156,0
327,105.27513885498047,0
328,58.552581787109375,0
329,143.29913330078125,0
330,185.97848510742188,0
331,104.82466888427734,0
332,175.89060974121094,0
333,137.3341827392578,0
334,184.43536376953125,0
335,81.86962127685547,0
336,123.40101623535156,0
337,79.71564483642578,0
338,182.36248779296875,0
339,201.92079162597656,0
340,147.20433044433594,0
341,158.4860382080078,0
342,59.37683868408203,0
343,63.16796112060547,0
344,190.61849975585938,0
345,153.0446014404297,0
346,137.77426147460938,0
347,561.982666015625,0
348,210.5814208984375,0
349,174.6956329345703,0
350,211.20065307617188,0
351,133.2222442626953,0
352,198.1756591796875,0
353,168.00857543945312,0
354,197.40426635742188,0
355,334.7552185058594,0
356,178.1909942626953,0
357,244.2042999267578,0
358,92.63491821289062,0
359,409.4278869628906,0
360,113.55563354492188,0
361,122.27306365966797,0
362,269.72430419921875,0
363,277.3189697265625,0
364,78.24297332763672,0
365,213.16708374023438,0
366,100.2114028930664,0
367,150.60345458984375,0
368,126.96841430664062,0
369,113.53184509277344,0
370,104.22435760498047,0
371,105.1375732421875,0
372,178.80007934570312,0
373,94.71946716308594,0
374,187.55215454101562,0
375,275.9805908203125,0
376,172.14315795898438,0
377,372.08392333984375,0
378,134.90200805664062,0
379,195.80279541015625,0
380,270.03546142578125,0
381,140.15011596679688,0
382,104.6815185546875,0
383,108.96559143066406,0
384,151.81703186035156,0
385,139.5855712890625,0
386,204.73098754882812,0
387,97.3153076171875,0
388,70.45523071289062,0
389,245.1281280517578,0
390,294.5482177734375,0
391,235.52523803710938,0
392,211.4207000732422,0
393,139.9953155517578,0
394,98.47589874267578,0
395,112.66996765136719,0
396,87.41539764404297,0
397,112.15670776367188,0
398,83.12295532226562,0
399,139.1860809326172,0
400,157.9952392578125,0
401,112.01901245117188,0
402,197.60888671875,0
403,131.3301544189453,0
404,122.42059326171875,0
405,103.71804809570312,0
406,171.22671508789062,0
407,170.6998291015625,0
408,145.55555725097656,0
409,181.38986206054688,0
410,132.81373596191406,0
411,149.45697021484375,0
412,95.19902038574219,0
413,131.99488830566406,0
414,229.33285522460938,0
415,328.65399169921875,0
416,386.551025390625,0
417,332.35272216796875,0
418,123.08341979980469,0
419,280.5692138671875,0
420,208.4903564453125,0
421,274.30059814453125,0
422,253.11434936523438,0
423,164.621337890625,0
424,113.07853698730469,0
425,124.00181579589844,0
426,273.87652587890625,0
427,484.1122131347656,0
428,328.3923034667969,0
429,205.07888793945312,0
430,157.09268188476562,0
431,152.57049560546875,0
432,176.74708557128906,0
433,136.3513946533203,0
434,213.76846313476562,0
435,170.735595703125,0
436,213.00042724609375,0
437,78.6788558959961,0
438,193.75531005859375,0
439,164.45265197753906,0
440,329.0487060546875,0
441,182.19949340820312,0
442,139.516845703125,0
443,258.1731872558594,0
444,225.87998962402344,0
445,166.45428466796875,0
446,184.87974548339844,0
447,122.86730194091797,0
448,335.16705322265625,0
449,177.92767333984375,0
450,581.0706176757812,0
451,119.1750717163086,0
452,93.61494445800781,0
453,152.7334442138672,0
454,125.74699401855469,0
455,199.71604919433594,0
