dof_pos_target,dof_pos,dof_vel,dof_torque,command_magnitude,command_heading,base_vel_x,base_vel_y,base_vel_z,base_vel_yaw,contact_forces_z
0.29456305503845215,0.7234464287757874,3.2129340171813965,0.9809961318969727,9.27098560333252,-0.34006309509277344,0.0074514406733214855,0.12099628150463104,-0.3629661202430725,-0.14361004531383514,[0. 0. 0. 0.]
1.3348016738891602,0.8361003398895264,0.8355118036270142,6.864655017852783,9.269598007202148,-0.3408236503601074,-0.0037428135983645916,0.05206015333533287,-0.40301713347435,0.15449626743793488,[ 0.        0.       16.838669  0.      ]
2.338909149169922,0.8454777002334595,1.1253094673156738,6.864655017852783,9.26564884185791,-0.349088191986084,-0.05522696301341057,0.0785248652100563,-0.12369947135448456,0.6029539108276367,[ 0.        0.       20.523544  0.      ]
3.575826406478882,0.8403215408325195,-0.9412775039672852,6.864655017852783,9.271557807922363,-0.3617873191833496,-0.19552281498908997,0.09038662910461426,0.06801048666238785,0.20999377965927124,[26.752604  0.        8.295373  0.      ]
4.8504958152771,0.850436270236969,3.4804463386535645,6.864655017852783,9.274270057678223,-0.3487968444824219,-0.1896342933177948,0.11773790419101715,0.2657926678657532,-0.8996843099594116,[31.699127    0.          0.52714324 10.988937  ]
6.148016929626465,0.9569860100746155,3.234164237976074,6.864655017852783,9.275875091552734,-0.33229684829711914,-0.31344640254974365,0.18633830547332764,0.4645666182041168,-1.1104586124420166,[14.931746  0.        0.        0.      ]
7.324238300323486,1.1871590614318848,10.075037002563477,6.864655017852783,9.278703689575195,-0.3284788131713867,-0.29595088958740234,0.31294912099838257,0.48999160528182983,0.4729023277759552,[0. 0. 0. 0.]
7.862393379211426,1.2314685583114624,-0.22457671165466309,6.864655017852783,9.285417556762695,-0.3354463577270508,-0.13935570418834686,0.26296061277389526,0.30549901723861694,0.18842904269695282,[0. 0. 0. 0.]
8.253375053405762,1.2553304433822632,-1.9520595073699951,6.864655017852783,9.296615600585938,-0.35590362548828125,-0.01628684252500534,0.2154107242822647,0.22050543129444122,0.6875640749931335,[ 0.       43.743168  0.        0.      ]
8.561028480529785,1.2516825199127197,-0.9790947437286377,6.864655017852783,9.304403305053711,-0.3659954071044922,0.014285234734416008,0.08297637104988098,0.26631367206573486,0.38944926857948303,[ 0.      32.27746  0.       0.     ]
9.024248123168945,1.2671412229537964,-0.7730705142021179,6.864655017852783,9.305438995361328,-0.3719058036804199,0.040692150592803955,-0.045609407126903534,0.2663469910621643,0.27067217230796814,[ 0.       20.142834  0.        0.      ]
9.586213111877441,1.513081669807434,7.811656951904297,6.864655017852783,9.301877975463867,-0.38030099868774414,0.0834861770272255,0.09942661225795746,0.10704046487808228,0.6557236313819885,[0. 0. 0. 0.]
9.639924049377441,1.6362508535385132,5.044043064117432,6.864655017852783,9.295270919799805,-0.37627696990966797,0.11838134378194809,0.03333451226353645,-0.004987732972949743,0.254880428314209,[0. 0. 0. 0.]
9.597870826721191,1.617363691329956,-0.28770750761032104,6.864655017852783,9.287931442260742,-0.3559260368347168,0.1488475650548935,-0.0630703940987587,-0.06852604448795319,-0.8288403153419495,[ 0.        0.        0.       12.575692]
9.578462600708008,1.7129311561584473,5.548200607299805,6.864655017852783,9.286791801452637,-0.34604787826538086,0.14448043704032898,-0.04917330667376518,-0.043045174330472946,-0.15450547635555267,[ 0.        0.       46.56351   8.693692]
9.140810012817383,1.632189393043518,-3.8398382663726807,6.864655017852783,9.28761100769043,-0.31880950927734375,0.19824561476707458,-0.0903976559638977,0.11424394696950912,-1.6536765098571777,[ 0.        4.313715 15.557281 13.923817]
8.812897682189941,1.70961332321167,2.1051599979400635,6.864655017852783,9.290417671203613,-0.29686641693115234,0.10297379642724991,-0.023308048024773598,-0.07231234014034271,-0.8966056108474731,[0. 0. 0. 0.]
8.448006629943848,1.6212941408157349,-2.566194534301758,6.864655017852783,9.288860321044922,-0.27306032180786133,0.21320778131484985,-0.18999068439006805,-0.19467610120773315,-0.927370548248291,[16.839535 16.730377  0.        0.      ]
8.298120498657227,1.487910270690918,-4.588573932647705,6.864655017852783,9.285907745361328,-0.24691343307495117,0.10902964323759079,-0.23046883940696716,-0.2284424901008606,-1.718451738357544,[24.388998 21.955997  0.        0.      ]
8.158174514770508,1.4447886943817139,-0.39151787757873535,6.864655017852783,9.277092933654785,-0.20323467254638672,-0.028919029980897903,-0.2502792775630951,-0.05956054478883743,-2.551867723464966,[45.559605 42.5235   50.486477  0.      ]
8.30335521697998,1.6008490324020386,4.308926582336426,6.864655017852783,9.267045974731445,-0.1782369613647461,-0.023535074666142464,-0.15139885246753693,0.07723171263933182,-0.3447094261646271,[ 0.       23.575455 60.12351   0.      ]
